quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q700,"That's what we're looking for,","[""That's what we're looking for,""]","[[92190, 92220]]",Christopher Robin - Story,['Rabbit'],Explicit,said Christopher Robin,[['we']],"[[[92202, 92204]]]","[[['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']]]"
Q701,"I don't hold with all this washing, This modern
Behind-the-ears nonsense. What do _you_ think, Pooh?","[""I don't hold with all this washing,"", 'This modern\nBehind-the-ears nonsense. What do _you_ think, Pooh?']","[[92625, 92660], [92680, 92744]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Kanga']",Explicit,grumbled Eeyore,"[[], ['you', 'Pooh']]","[[], [[92727, 92730], [92739, 92743]]]","[[], [['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q702,"Well, _I_ think----","['Well,', '_I_ think----']","[[92748, 92753], [92767, 92780]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Kanga']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q703,"So much for _washing_,","['So much for _washing_,']","[[92915, 92937]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Kanga']",Explicit,said Eeyore,[[]],[[]],[[]]
Q704,Roo's fallen in!,"[""Roo's fallen in!""]","[[92954, 92970]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Kanga']",Explicit,cried Rabbit,[['Roo']],"[[[92954, 92957]]]",[[['Baby Roo']]]
Q705,Look at me swimming!,['Look at me swimming!'],"[[93050, 93070]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Kanga']",Explicit,squeaked Roo,[[]],[[]],[[]]
Q706,"Are you all right, Roo dear?","['Are you all right, Roo dear?']","[[93169, 93197]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story']",Explicit,called Kanga,"[['you', 'Roo dear']]","[[[93173, 93176], [93188, 93196]]]","[[['Baby Roo'], ['Baby Roo']]]"
Q707,Yes! Look at me sw----,"['Yes!', 'Look at me sw----']","[[93225, 93229], [93242, 93259]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Roo,"[[], []]","[[], []]","[[], []]"
Q708,"Oo, I say","['Oo, I say']","[[93426, 93435]]",Piglet,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Christopher Robin - Story', 'Kanga']",Explicit,Piglet wide awake suddenly was jumping up and down and making,[[]],[[]],[[]]
Q709,"Are you _sure_ you're all right, Roo dear?","[""Are you _sure_ you're all right, Roo dear?""]","[[93609, 93651]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet']",Explicit,Kanga was jumping along the bank saying,"[['you', 'you', 'Roo dear']]","[[[93613, 93616], [93624, 93627], [93642, 93650]]]","[[['Baby Roo'], ['Baby Roo'], ['Baby Roo']]]"
Q710,Look at me swimming!,['Look at me swimming!'],"[[93726, 93746]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,Roo from whatever pool he was in at the moment was answering,[[]],[[]],[[]]
Q711,"All this washing; but catch on to my tail, little
Roo, and you'll be all right","[""All this washing; but catch on to my tail, little\nRoo, and you'll be all right""]","[[93912, 93990]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,Eeyore had turned round and hung his tail over the first pool into which Roo fell and with his back to the accident was grumbling quietly to himself and saying,"[['little\nRoo', 'you']]","[[[93955, 93965], [93971, 93974]]]","[[['Baby Roo'], ['Baby Roo']]]"
Q712,"All right, Roo, I'm coming,","[""All right, Roo, I'm coming,""]","[[94109, 94136]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,called Christopher Robin,[['Roo']],"[[[94120, 94123]]]",[[['Baby Roo']]]
Q713,"Get something across the stream lower down, some of you fellows,","['Get something across the stream lower down, some of you fellows,']","[[94166, 94230]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Eeyore', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,called Rabbit,[['you']],"[[[94218, 94221]]]","[[['Winnie-the-pooh', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']]]"
Q714,"Look at me swimming,","['Look at me swimming,']","[[94487, 94507]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,Roo still bubbling proudly,[[]],[[]],[[]]
Q715,"Did you see me swimming? Pooh, did you see me swimming? That's called
swimming, what I was doing. Rabbit, did you see what I was doing?
Swimming. Hallo, Piglet! I say, Piglet! What do you think I was doing!
Swimming! Christopher Robin, did you see me----","['Did you see me swimming?', ""Pooh, did you see me swimming? That's called\nswimming, what I was doing. Rabbit, did you see what I was doing?\nSwimming. Hallo, Piglet! I say, Piglet! What do you think I was doing!\nSwimming! Christopher Robin, did you see me----""]","[[94551, 94575], [94647, 94876]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,squeaked Roo,"[['you'], ['Pooh', 'you', 'Rabbit', 'you', 'Piglet', 'Piglet', 'you', 'Christopher Robin', 'you']]","[[[94555, 94558]], [[94647, 94651], [94657, 94660], [94720, 94726], [94732, 94735], [94775, 94781], [94790, 94796], [94806, 94809], [94839, 94856], [94862, 94865]]]","[[['Kanga']], [['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Rabbit'], ['Rabbit'], ['Piglet'], ['Piglet'], ['Piglet'], ['Christopher Robin - Story'], ['Christopher Robin - Story']]]"
Q716,"Pooh,","['Pooh,']","[[94945, 94950]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",,he said,[['Pooh']],"[[[94945, 94949]]]",[[['Winnie-the-pooh']]]
Q717,where did you find that pole?,['where did you find that pole?'],"[[94962, 94991]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",,he said,[['you']],"[[[94972, 94975]]]",[[['Winnie-the-pooh']]]
Q718,"I just found it, I thought it ought to be useful. I just
picked it up.","['I just found it,', 'I thought it ought to be useful. I just\npicked it up.']","[[95034, 95050], [95062, 95115]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q719,"Pooh, the Expedition is over. You
have found the North Pole!","['Pooh,', 'the Expedition is over. You\nhave found the North Pole!']","[[95119, 95124], [95160, 95214]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,said Christopher Robin,"[['Pooh'], ['You']]","[[[95119, 95123]], [[95184, 95187]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh']]]"
Q720,Oh!,['Oh!'],"[[95218, 95221]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q721,"Tell Roo to be quick, somebody, My tail's getting cold. I
don't want to mention it, but I just mention it. I don't want to
complain but there it is. My tail's cold.","['Tell Roo to be quick, somebody,', ""My tail's getting cold. I\ndon't want to mention it, but I just mention it. I don't want to\ncomplain but there it is. My tail's cold.""]","[[95314, 95345], [95357, 95489]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Anaphoric,he said,"[['Roo '], []]","[[[95319, 95323]], []]","[[['Baby Roo']], []]"
Q722,Here I am!,['Here I am!'],"[[95493, 95503]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,squeaked Roo,[[]],[[]],[[]]
Q723,"Oh, there you are.","['Oh, there you are.']","[[95521, 95539]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['you']],"[[[95531, 95534]]]",[[['Baby Roo']]]
Q724,Did you see me swimming?,['Did you see me swimming?'],"[[95543, 95567]]",Baby Roo,"['Winnie-the-pooh', 'Rabbit', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['you']],"[[[95547, 95550]]]",[[['Eeyore']]]
Q725,"As I expected, Lost all feeling. Numbed it. That's what it's
done. Numbed it. Well, as long as nobody minds, I suppose it's all
right.","['As I expected,', ""Lost all feeling. Numbed it. That's what it's\ndone. Numbed it. Well, as long as nobody minds, I suppose it's all\nright.""]","[[95645, 95659], [95671, 95790]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q726,"Poor old Eeyore. I'll dry it for you,","[""Poor old Eeyore. I'll dry it for you,""]","[[95794, 95831]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,said Christopher Robin,"[['Poor old Eeyore', 'you']]","[[[95794, 95809], [95827, 95830]]]","[[['Eeyore'], ['Eeyore']]]"
Q727,"Thank you, Christopher Robin. You're the only one who seems to
understand about tails. They don't think--that's what the matter with
some of these others. They've no imagination. A tail isn't a tail to
_them_, it's just a Little Bit Extra at the back.","[""Thank you, Christopher Robin. You're the only one who seems to\nunderstand about tails. They don't think--that's what the matter with\nsome of these others. They've no imagination. A tail isn't a tail to\n_them_, it's just a Little Bit Extra at the back.""]","[[95910, 96161]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,"[['you', 'Christopher Robin', 'You']]","[[[95916, 95919], [95921, 95938], [95940, 95943]]]","[[['Christopher Robin - Story'], ['Christopher Robin - Story'], ['Christopher Robin - Story']]]"
Q728,"Never mind, Eeyore, Is
_that_ better?","['Never mind, Eeyore,', 'Is\n_that_ better?']","[[96165, 96184], [96232, 96249]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,said Christopher Robin,"[['Eeyore'], []]","[[[96177, 96183]], []]","[[['Eeyore']], []]"
Q729,"It's feeling more like a tail perhaps. It Belongs again, if you know
what I mean.","[""It's feeling more like a tail perhaps. It Belongs again, if you know\nwhat I mean.""]","[[96253, 96334]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['you']],"[[[96313, 96316]]]",[[['Christopher Robin - Story']]]
Q730,"Hullo, Eeyore,","['Hullo, Eeyore,']","[[96338, 96352]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,[['Eeyore']],"[[[96345, 96351]]]",[[['Eeyore']]]
Q731,"Hullo, Pooh. Thank you for asking, but I shall be able to use it again
in a day or two.","['Hullo, Pooh. Thank you for asking, but I shall be able to use it again\nin a day or two.']","[[96400, 96487]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,"[['Pooh', 'you']]","[[[96407, 96411], [96419, 96422]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q732,Use what?,['Use what?'],"[[96491, 96500]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q733,What we are talking about.,['What we are talking about.'],"[[96515, 96541]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['we']],"[[[96520, 96522]]]","[[['Christopher Robin - Story', 'Winnie-the-pooh', 'Eeyore']]]"
Q734,"I wasn't talking about anything,","[""I wasn't talking about anything,""]","[[96545, 96577]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q735,"My mistake again. I thought you were saying how sorry you were about my
tail, being all numb, and could you do anything to help?","['My mistake again. I thought you were saying how sorry you were about my\ntail, being all numb, and could you do anything to help?']","[[96609, 96737]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,"[['you', 'you', 'you']]","[[[96637, 96640], [96663, 96666], [96713, 96716]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q736,"No, That wasn't me,","['No,', ""That wasn't me,""]","[[96741, 96744], [96758, 96773]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q737,Perhaps it was somebody else.,['Perhaps it was somebody else.'],"[[96839, 96868]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",,,[[]],[[]],[[]]
Q738,"Well, thank him for me when you see him.","['Well, thank him for me when you see him.']","[[96872, 96912]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['you']],"[[[96900, 96903]]]",[[['Winnie-the-pooh']]]
Q739,"Pooh's found the North Pole, Isn't that
lovely?","[""Pooh's found the North Pole,"", ""Isn't that\nlovely?""]","[[96961, 96989], [97016, 97034]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,said Christopher Robin,"[['Pooh'], []]","[[[96961, 96965]], []]","[[['Winnie-the-pooh']], []]"
Q740,Is that it?,['Is that it?'],"[[97066, 97077]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Eeyore,[[]],[[]],[[]]
Q741,"Yes,","['Yes,']","[[97094, 97098]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Piglet', 'Kanga']",Explicit,said Christopher Robin,[[]],[[]],[[]]
Q742,Is that what we were looking for?,['Is that what we were looking for?'],"[[97126, 97159]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Implicit,,[['we']],"[[[97139, 97141]]]","[[['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']]]"
Q743,"Yes,","['Yes,']","[[97163, 97167]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Eeyore', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q744,Oh!,['Oh!'],"[[97182, 97185]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Explicit,said Eeyore,[[]],[[]],[[]]
Q745,"Well, anyhow--it didn't rain,","[""Well, anyhow--it didn't rain,""]","[[97201, 97230]]",Eeyore,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Owl', 'Christopher Robin - Story', 'Piglet', 'Kanga']",Anaphoric,he said,[[]],[[]],[[]]
Q746,"If only, I had been in
Pooh's house, or Christopher Robin's house, or Rabbit's house when it
began to rain, then I should have had Company all this time, instead of
being here all alone, with nothing to do except wonder when it will
stop.","['If only,', ""I had been in\nPooh's house, or Christopher Robin's house, or Rabbit's house when it\nbegan to rain, then I should have had Company all this time, instead of\nbeing here all alone, with nothing to do except wonder when it will\nstop.""]","[[98058, 98066], [98113, 98342]]",Piglet,[],Anaphoric,he thought,"[[], ['Pooh', 'Christopher Robin', ""Rabbit'""]]","[[], [[98127, 98131], [98144, 98161], [98174, 98181]]]","[[], [['Winnie-the-pooh'], ['Christopher Robin - Story'], ['Rabbit']]]"
Q747,"It's a little Anxious, to be a Very Small Animal
Entirely Surrounded by Water. Christopher Robin and Pooh could escape by
Climbing Trees, and Kanga could escape by Jumping, and Rabbit could
escape by Burrowing, and Owl could escape by Flying, and Eeyore could
escape by--by Making a Loud Noise Until Rescued, and here am I,
surrounded by water and I can't do _anything_.","[""It's a little Anxious,"", ""to be a Very Small Animal\nEntirely Surrounded by Water. Christopher Robin and Pooh could escape by\nClimbing Trees, and Kanga could escape by Jumping, and Rabbit could\nescape by Burrowing, and Owl could escape by Flying, and Eeyore could\nescape by--by Making a Loud Noise Until Rescued, and here am I,\nsurrounded by water and I can't do _anything_.""]","[[99182, 99204], [99227, 99574]]",Piglet,['Piglet'],Anaphoric,he said to himself,"[[], ['Christopher Robin', 'Pooh ', 'Kanga ', 'Rabbit ', 'Owl ', 'Eeyore ']]","[[], [[99283, 99300], [99305, 99310], [99346, 99352], [99381, 99388], [99419, 99423], [99451, 99458]]]","[[], [['Christopher Robin - Story'], ['Winnie-the-pooh'], ['Kanga'], ['Rabbit'], ['Owl'], ['Eeyore']]]"
Q748,"There's Pooh, Pooh hasn't much Brain, but he
never comes to any harm. He does silly things and they turn out right.
There's Owl. Owl hasn't exactly got Brain, but he Knows Things. He would
know the Right Thing to Do when Surrounded by Water. There's Rabbit. He
hasn't Learnt in Books, but he can always Think of a Clever Plan.
There's Kanga. She isn't Clever, Kanga isn't, but she would be so
anxious about Roo that she would do a Good Thing to Do without thinking
about It. And then there's Eeyore. And Eeyore is so miserable anyhow
that he wouldn't mind about this. But I wonder what Christopher Robin
would do?","[""There's Pooh,"", ""Pooh hasn't much Brain, but he\nnever comes to any harm. He does silly things and they turn out right.\nThere's Owl. Owl hasn't exactly got Brain, but he Knows Things. He would\nknow the Right Thing to Do when Surrounded by Water. There's Rabbit. He\nhasn't Learnt in Books, but he can always Think of a Clever Plan.\nThere's Kanga. She isn't Clever, Kanga isn't, but she would be so\nanxious about Roo that she would do a Good Thing to Do without thinking\nabout It. And then there's Eeyore. And Eeyore is so miserable anyhow\nthat he wouldn't mind about this. But I wonder what Christopher Robin\nwould do?""]","[[99729, 99742], [99768, 100367]]",Piglet,['Piglet'],Anaphoric,he thought to himself,"[['Pooh'], ['Pooh', 'he', 'He', 'Owl', 'Owl ', 'he', 'He', ' Rabbit', 'He', 'he', 'Kanga', 'She', 'Kanga ', 'she', 'Roo ', 'she', 'Eeyore', 'Eeyore ', 'he', 'Christopher Robin']]","[[[99737, 99741]], [[99768, 99772], [99796, 99798], [99824, 99826], [99878, 99881], [99883, 99887], [99917, 99919], [99934, 99936], [100003, 100010], [100012, 100014], [100043, 100045], [100089, 100094], [100096, 100099], [100114, 100120], [100131, 100134], [100161, 100165], [100170, 100173], [100246, 100252], [100258, 100265], [100293, 100295], [100340, 100357]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Owl'], ['Owl'], ['Owl'], ['Owl'], ['Rabbit'], ['Rabbit'], ['Rabbit'], ['Kanga'], ['Kanga'], ['Kanga'], ['Kanga'], ['Baby Roo'], ['Kanga'], ['Eeyore'], ['Eeyore'], ['Eeyore'], ['Christopher Robin - Story']]]"
Q749,"So now, somebody else will have to do something, and I
hope they will do it soon, because if they don't I shall have to swim,
which I can't, so I hope they do it soon.","['So now,', ""somebody else will have to do something, and I\nhope they will do it soon, because if they don't I shall have to swim,\nwhich I can't, so I hope they do it soon.""]","[[101664, 101671], [101686, 101845]]",Piglet,[],Anaphoric,he thought,"[[], []]","[[], []]","[[], []]"
Q750,"I wish Pooh were here. It's so much more friendly with
two.","[""I wish Pooh were here. It's so much more friendly with\ntwo.""]","[[101892, 101951]]",Piglet,[],Anaphoric,he gave a very long sigh and said,[['Pooh ']],"[[[101899, 101904]]]",[[['Winnie-the-pooh']]]
Q751,"There's a South Pole, and I expect there's an
East Pole and a West Pole, though people don't like talking about them.","[""There's a South Pole,"", ""and I expect there's an\nEast Pole and a West Pole, though people don't like talking about them.""]","[[102341, 102362], [102389, 102484]]",Christopher Robin - Story,['Winnie-the-pooh'],Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q752,"This is Serious, I must have an Escape. Bother! All that wet for nothing. What's
that bit of paper doing?","['This is Serious,', 'I must have an Escape.', 'Bother!', ""All that wet for nothing. What's\nthat bit of paper doing?""]","[[103566, 103582], [103596, 103618], [104437, 104444], [104475, 104532]]",Winnie-the-pooh,[],Explicit,said Pooh,"[[], [], [], []]","[[], [], [], []]","[[], [], [], []]"
Q753,"It's a Missage, that's what it is. And that
letter is a 'P,' and so is that, and so is that, and 'P' means 'Pooh,'
so it's a very important Missage to me, and I can't read it. I must find
Christopher Robin or Owl or Piglet, one of those Clever Readers who can
read things, and they will tell me what this missage means. Only I can't
swim. Bother!","[""It's a Missage,"", ""that's what it is. And that\nletter is a 'P,' and so is that, and so is that, and 'P' means 'Pooh,'\nso it's a very important Missage to me, and I can't read it. I must find\nChristopher Robin or Owl or Piglet, one of those Clever Readers who can\nread things, and they will tell me what this missage means. Only I can't\nswim. Bother!""]","[[104570, 104585], [104608, 104938]]",Winnie-the-pooh,['Winnie-the-pooh'],Anaphoric,he said to himself,"[[], ['Pooh', 'Christopher Robin', 'Owl ', 'Piglet']]","[[], [[104700, 104704], [104780, 104797], [104801, 104805], [104808, 104814]]]","[[], [['Winnie-the-pooh'], ['Christopher Robin - Story'], ['Owl'], ['Piglet']]]"
Q754,"If a bottle can float, then a jar can float, and if a jar floats, I can
sit on the top of it, if it's a very big jar.","[""If a bottle can float, then a jar can float, and if a jar floats, I can\nsit on the top of it, if it's a very big jar.""]","[[105054, 105171]]",Winnie-the-pooh,['Winnie-the-pooh'],Anaphoric,He said to himself,[[]],[[]],[[]]
Q755,"All boats have to have a
name, so I shall call mine _The Floating Bear_.","['All boats have to have a\nname,', 'so I shall call mine _The Floating Bear_.']","[[105221, 105251], [105263, 105304]]",Winnie-the-pooh,[],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q756,"How
do you do,","['How\ndo you do,']","[[106620, 106634]]",Owl,[],Explicit,Owl came flying over the water to say,[['you']],"[[[106627, 106630]]]",[[['Christopher Robin - Story']]]
Q757,"I say, Owl, isn't this fun? I'm on an
island!","['I say, Owl,', ""isn't this fun? I'm on an\nisland!""]","[[106671, 106682], [106709, 106742]]",Christopher Robin - Story,['Owl'],Explicit,said Christopher Robin,"[['Owl'], []]","[[[106678, 106681]], []]","[[['Owl']], []]"
Q758,"The atmospheric conditions have been very unfavourable lately,","['The atmospheric conditions have been very unfavourable lately,']","[[106746, 106808]]",Owl,['Christopher Robin - Story'],Explicit,said Owl,[[]],[[]],[[]]
Q759,The what?,['The what?'],"[[106822, 106831]]",Christopher Robin - Story,['Owl'],Implicit,,[[]],[[]],[[]]
Q760,"It has been raining,","['It has been raining,']","[[106835, 106855]]",Owl,['Christopher Robin - Story'],Explicit,explained Owl,[[]],[[]],[[]]
Q761,"Yes, It has.","['Yes,', 'It has.']","[[106874, 106878], [106905, 106912]]",Christopher Robin - Story,['Owl'],Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q762,The flood-level has reached an unprecedented height.,['The flood-level has reached an unprecedented height.'],"[[106916, 106968]]",Owl,['Christopher Robin - Story'],Implicit,,[[]],[[]],[[]]
Q763,The who?,['The who?'],"[[106972, 106980]]",Christopher Robin - Story,['Owl'],Implicit,,[[]],[[]],[[]]
Q764,"There's a lot of water about,","[""There's a lot of water about,""]","[[106984, 107013]]",Owl,['Christopher Robin - Story'],Explicit,explained Owl,[[]],[[]],[[]]
Q765,"Yes, there is.","['Yes,', 'there is.']","[[107032, 107036], [107063, 107072]]",Christopher Robin - Story,['Owl'],Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q766,"However, the prospects are rapidly becoming more favourable. At any
moment----","['However, the prospects are rapidly becoming more favourable. At any\nmoment----']","[[107076, 107154]]",Owl,['Christopher Robin - Story'],Implicit,,[[]],[[]],[[]]
Q767,Have you seen Pooh?,['Have you seen Pooh?'],"[[107158, 107177]]",Christopher Robin - Story,['Owl'],Implicit,,"[['you', 'Pooh']]","[[[107163, 107166], [107172, 107176]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q768,No. At any moment----,['No. At any moment----'],"[[107181, 107202]]",Owl,['Christopher Robin - Story'],Implicit,,[[]],[[]],[[]]
Q769,"I hope he's all right, I've been wondering
about him. I expect Piglet's with him. Do you think they're all right,
Owl?","[""I hope he's all right,"", ""I've been wondering\nabout him. I expect Piglet's with him. Do you think they're all right,\nOwl?""]","[[107206, 107228], [107255, 107350]]",Christopher Robin - Story,['Owl'],Explicit,said Christopher Robin,"[['he'], ['him', 'Piglet', 'him', 'you', 'they']]","[[[107213, 107215]], [[107281, 107284], [107295, 107301], [107309, 107312], [107317, 107320], [107327, 107331]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh'], ['Piglet'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh', 'Piglet']]]"
Q770,"I expect so. You see, at any moment----","['I expect so. You see, at any moment----']","[[107354, 107393]]",Owl,['Christopher Robin - Story'],Implicit,,[['You']],"[[[107367, 107370]]]",[[['Christopher Robin - Story']]]
Q771,"Do go and see, Owl. Because Pooh hasn't got very much brain, and he
might do something silly, and I do love him so, Owl. Do you see, Owl?","[""Do go and see, Owl. Because Pooh hasn't got very much brain, and he\nmight do something silly, and I do love him so, Owl. Do you see, Owl?""]","[[107397, 107534]]",Christopher Robin - Story,['Owl'],Implicit,,"[['Owl', 'Pooh ', 'Pooh', 'he', 'him', 'Owl', 'you', 'Owl']]","[[[107412, 107415], [107425, 107430], [107425, 107429], [107462, 107464], [107505, 107508], [107513, 107516], [107521, 107524], [107530, 107533]]]","[[['Owl'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Owl'], ['Owl'], ['Owl']]]"
